Area,Item,Value,Nutrient nitrogen N (total),Nutrient phosphate P2O5 (total),Nutrient potash K2O (total),Fungicides and Bactericides,Herbicides,Insecticides,Pesticides (total),Rodenticides
Albania,Apples,5.217399999999999e-06,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Albania,Apricots,2.0156000000000002e-06,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Albania,Barley,1.5e-06,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Albania,"Beans, dry",1.12e-06,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Albania,"Broad beans and horse beans, dry",1.488e-06,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Albania,"Broad beans and horse beans, green",5e-06,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Albania,Cherries,4.5662000000000004e-06,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Albania,"Chestnuts, in shell",2.5e-06,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Albania,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1.57143e-05,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Albania,Green garlic,6.2e-06,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Albania,Hop cones,6.667000000000001e-07,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Albania,Maize (corn),3.8811e-06,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Albania,Oats,1.4673e-06,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Albania,"Onions and shallots, dry (excluding dehydrated)",1.2e-05,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Albania,Peaches and nectarines,8.6957e-06,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Albania,Pears,1.07422e-05,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Albania,Plums and sloes,5.0416999999999995e-06,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Albania,Potatoes,1.41228e-05,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Albania,"Pumpkins, squash and gourds",1.55e-05,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Albania,Rye,1.1537999999999999e-06,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Albania,Sour cherries,4.8946000000000005e-06,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Albania,Soya beans,1.5e-06,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Albania,Spinach,1.03333e-05,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Albania,Sunflower seed,1.5263e-06,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Albania,Unmanufactured tobacco,1.0877e-06,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Albania,Vetches,2.742e-07,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Albania,Wheat,3.0455e-06,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Albania,"Fibre Crops, Fibre Equivalent",3.323e-07,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Albania,"Oilcrops, Cake Equivalent",6.501999999999999e-07,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Albania,"Oilcrops, Oil Equivalent",2.607e-07,12100.0,4900.0,1700.0,106.0,8.0,179.0,308.0,8.0
Austria,Apricots,1.03136e-05,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,Asparagus,6.224399999999999e-06,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,Barley,3.8195e-06,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,"Broad beans and horse beans, dry",2.4109e-06,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,"Broad beans and horse beans, green",1.7882e-06,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,Cereals n.e.c.,1.7626e-06,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,Currants,1.4557600000000001e-05,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,"Flax, raw or retted",8.393e-07,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,Gooseberries,5.185699999999999e-06,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,Grapes,6.7002e-06,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,Green garlic,7.8194e-06,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,Hop cones,1.3551e-06,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,Maize (corn),9.859999999999999e-06,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,Millet,2.2478000000000003e-06,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,Mixed grain,3.6099999999999997e-06,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,Oats,3.5647999999999997e-06,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,Peaches and nectarines,5.7954000000000005e-06,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,"Peas, dry",2.3471999999999997e-06,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,"Peas, green",5.7682e-06,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,Plums and sloes,1.1465e-05,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,Rape or colza seed,2.4217e-06,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,Rye,3.4833e-06,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,Sour cherries,5.069e-06,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,Soya beans,2.1139e-06,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,Strawberries,1.31068e-05,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,Sunflower seed,2.4605999999999998e-06,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,Triticale,4.8975e-06,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,Unmanufactured tobacco,2.8987e-06,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,Wheat,4.4688e-06,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,"Fibre Crops, Fibre Equivalent",8.393e-07,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,"Oilcrops, Cake Equivalent",1.2067999999999998e-06,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Austria,"Oilcrops, Oil Equivalent",7.203999999999999e-07,121644.0,48548.0,55241.0,1598.0,1609.0,105.0,3563.0,3.0
Belarus,Apples,3.2971999999999995e-06,280000.0,75000.0,450000.0,508.0,1144.0,29.0,1817.0,0.0
Belarus,Barley,1.8717000000000002e-06,280000.0,75000.0,450000.0,508.0,1144.0,29.0,1817.0,0.0
Belarus,"Beans, dry",1.3714000000000003e-06,280000.0,75000.0,450000.0,508.0,1144.0,29.0,1817.0,0.0
Belarus,Carrots and turnips,1.2333300000000001e-05,280000.0,75000.0,450000.0,508.0,1144.0,29.0,1817.0,0.0
Belarus,Cereals n.e.c.,7.777999999999999e-07,280000.0,75000.0,450000.0,508.0,1144.0,29.0,1817.0,0.0
Belarus,Cucumbers and gherkins,1.4363600000000001e-05,280000.0,75000.0,450000.0,508.0,1144.0,29.0,1817.0,0.0
Belarus,"Flax, raw or retted",4.537e-07,280000.0,75000.0,450000.0,508.0,1144.0,29.0,1817.0,0.0
Belarus,"Hazelnuts, in shell",1.4694e-06,280000.0,75000.0,450000.0,508.0,1144.0,29.0,1817.0,0.0
Belarus,Linseed,2.037e-07,280000.0,75000.0,450000.0,508.0,1144.0,29.0,1817.0,0.0
Belarus,Maize (corn),2.3077e-06,280000.0,75000.0,450000.0,508.0,1144.0,29.0,1817.0,0.0
Belarus,Millet,1.4978e-06,280000.0,75000.0,450000.0,508.0,1144.0,29.0,1817.0,0.0
Belarus,Oats,1.7354e-06,280000.0,75000.0,450000.0,508.0,1144.0,29.0,1817.0,0.0
Belarus,"Onions and shallots, dry (excluding dehydrated)",6.8144e-06,280000.0,75000.0,450000.0,508.0,1144.0,29.0,1817.0,0.0
Belarus,Pears,8.1282e-06,280000.0,75000.0,450000.0,508.0,1144.0,29.0,1817.0,0.0
Belarus,"Peas, dry",1.6291e-06,280000.0,75000.0,450000.0,508.0,1144.0,29.0,1817.0,0.0
Belarus,Plums and sloes,2.5999999999999997e-06,280000.0,75000.0,450000.0,508.0,1144.0,29.0,1817.0,0.0
Belarus,Potatoes,1.3188799999999998e-05,280000.0,75000.0,450000.0,508.0,1144.0,29.0,1817.0,0.0
Belarus,Rape or colza seed,6.6e-07,280000.0,75000.0,450000.0,508.0,1144.0,29.0,1817.0,0.0
Belarus,Rye,1.8809e-06,280000.0,75000.0,450000.0,508.0,1144.0,29.0,1817.0,0.0
Belarus,Sour cherries,2.5396999999999996e-06,280000.0,75000.0,450000.0,508.0,1144.0,29.0,1817.0,0.0
Belarus,Strawberries,2.1666999999999995e-06,280000.0,75000.0,450000.0,508.0,1144.0,29.0,1817.0,0.0
Belarus,Sunflower seed,2e-06,280000.0,75000.0,450000.0,508.0,1144.0,29.0,1817.0,0.0
Belarus,Triticale,3.1485e-06,280000.0,75000.0,450000.0,508.0,1144.0,29.0,1817.0,0.0
Belarus,"Walnuts, in shell",2.4435e-06,280000.0,75000.0,450000.0,508.0,1144.0,29.0,1817.0,0.0
Belarus,Wheat,2.1367e-06,280000.0,75000.0,450000.0,508.0,1144.0,29.0,1817.0,0.0
Belarus,"Fibre Crops, Fibre Equivalent",4.537e-07,280000.0,75000.0,450000.0,508.0,1144.0,29.0,1817.0,0.0
Belarus,"Oilcrops, Cake Equivalent",3.1430000000000005e-07,280000.0,75000.0,450000.0,508.0,1144.0,29.0,1817.0,0.0
Belarus,"Oilcrops, Oil Equivalent",2.061e-07,280000.0,75000.0,450000.0,508.0,1144.0,29.0,1817.0,0.0
Belgium,Asparagus,9.2344e-06,184187.0,43206.0,42201.0,3056.0,5188.0,926.0,9560.0,1.0
Belgium,Barley,6.8742e-06,184187.0,43206.0,42201.0,3056.0,5188.0,926.0,9560.0,1.0
Belgium,"Beans, dry",3e-06,184187.0,43206.0,42201.0,3056.0,5188.0,926.0,9560.0,1.0
Belgium,"Broad beans and horse beans, dry",4e-06,184187.0,43206.0,42201.0,3056.0,5188.0,926.0,9560.0,1.0
Belgium,Cherries,7.6e-06,184187.0,43206.0,42201.0,3056.0,5188.0,926.0,9560.0,1.0
Belgium,"Flax, raw or retted",1.1946e-06,184187.0,43206.0,42201.0,3056.0,5188.0,926.0,9560.0,1.0
Belgium,Gooseberries,4.048e-06,184187.0,43206.0,42201.0,3056.0,5188.0,926.0,9560.0,1.0
Belgium,Grapes,1.23077e-05,184187.0,43206.0,42201.0,3056.0,5188.0,926.0,9560.0,1.0
Belgium,Hop cones,1.6667e-06,184187.0,43206.0,42201.0,3056.0,5188.0,926.0,9560.0,1.0
Belgium,Linseed,1.0803e-06,184187.0,43206.0,42201.0,3056.0,5188.0,926.0,9560.0,1.0
Belgium,Maize (corn),1.11006e-05,184187.0,43206.0,42201.0,3056.0,5188.0,926.0,9560.0,1.0
Belgium,Mixed grain,5.6666999999999995e-06,184187.0,43206.0,42201.0,3056.0,5188.0,926.0,9560.0,1.0
Belgium,Oats,5.4528e-06,184187.0,43206.0,42201.0,3056.0,5188.0,926.0,9560.0,1.0
Belgium,"Peas, dry",4.2143000000000005e-06,184187.0,43206.0,42201.0,3056.0,5188.0,926.0,9560.0,1.0
Belgium,"Peas, green",7.541699999999999e-06,184187.0,43206.0,42201.0,3056.0,5188.0,926.0,9560.0,1.0
Belgium,Quinces,2.6667e-06,184187.0,43206.0,42201.0,3056.0,5188.0,926.0,9560.0,1.0
Belgium,Rape or colza seed,2.9583000000000005e-06,184187.0,43206.0,42201.0,3056.0,5188.0,926.0,9560.0,1.0
Belgium,Raspberries,1e-05,184187.0,43206.0,42201.0,3056.0,5188.0,926.0,9560.0,1.0
Belgium,Rye,4.363599999999999e-06,184187.0,43206.0,42201.0,3056.0,5188.0,926.0,9560.0,1.0
Belgium,Triticale,6.4883999999999996e-06,184187.0,43206.0,42201.0,3056.0,5188.0,926.0,9560.0,1.0
Belgium,Unmanufactured tobacco,3e-06,184187.0,43206.0,42201.0,3056.0,5188.0,926.0,9560.0,1.0
Belgium,"Walnuts, in shell",2.2727e-06,184187.0,43206.0,42201.0,3056.0,5188.0,926.0,9560.0,1.0
Belgium,Wheat,7.919800000000002e-06,184187.0,43206.0,42201.0,3056.0,5188.0,926.0,9560.0,1.0
Belgium,"Fibre Crops, Fibre Equivalent",1.1946e-06,184187.0,43206.0,42201.0,3056.0,5188.0,926.0,9560.0,1.0
Belgium,"Oilcrops, Cake Equivalent",9.645e-07,184187.0,43206.0,42201.0,3056.0,5188.0,926.0,9560.0,1.0
Belgium,"Oilcrops, Oil Equivalent",5.717000000000001e-07,184187.0,43206.0,42201.0,3056.0,5188.0,926.0,9560.0,1.0
Bosnia-Herzegovinia,"Almonds, in shell",1.3235e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,Apples,2.3959999999999996e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,Apricots,9.5366e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,Barley,2.3769e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,"Beans, dry",5.572999999999999e-07,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,Cabbages,9.628e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,Carrots and turnips,5.8824e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,Cherries,6.0922e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,"Chestnuts, in shell",1.4737000000000002e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",7.499999999999999e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,Grapes,4.1464e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,Green corn (maize),6.1807e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,Green garlic,2.0926e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,Maize (corn),2.2702e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,Oats,2.2094999999999998e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,"Onions and shallots, dry (excluding dehydrated)",4.4248e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,Peaches and nectarines,4.1765e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,Pears,8.9368e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,"Peas, dry",1.2221000000000001e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,Plums and sloes,3.0681e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,Potatoes,6.5466e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,Rape or colza seed,2.3e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,Raspberries,4e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,Rye,2.6048e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,Sour cherries,2.0958e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,Soya beans,9.320000000000001e-07,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,Strawberries,4.293999999999999e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,Sunflower seed,6.908999999999999e-07,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,Tomatoes,6.5599e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,Unmanufactured tobacco,1.0228e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,Vetches,2.75e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,"Walnuts, in shell",2.2458e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,Watermelons,1.375e-05,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,Wheat,3.229e-06,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,"Oilcrops, Cake Equivalent",8.502999999999999e-07,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bosnia-Herzegovinia,"Oilcrops, Oil Equivalent",3.114e-07,27800.0,7000.0,7000.0,471.0,927.0,456.0,2193.0,189.0
Bulgaria,"Almonds, in shell",3.3329999999999995e-07,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Apples,6.867600000000001e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Apricots,2.2672e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Asparagus,4.5455e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Barley,2.6768e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,"Beans, dry",2.9580000000000004e-07,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,"Broad beans and horse beans, dry",3.6143e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,"Broad beans and horse beans, green",5.8333000000000005e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Carrots and turnips,1.33333e-05,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Cauliflowers and broccoli,7e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Cereals n.e.c.,1.8906e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Cherries,4.0550999999999995e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,"Chestnuts, in shell",2.6667e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",9.265e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Cucumbers and gherkins,1.3827e-05,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Currants,1e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,"Flax, raw or retted",1.5019e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Grapes,4.0598e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Green garlic,3.4722e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Hop cones,9.755e-07,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Lettuce and chicory,6.666699999999999e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Linseed,4.0000000000000003e-07,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Maize (corn),1.7239e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Millet,1e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Oats,1.1581e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,"Onions and shallots, dry (excluding dehydrated)",5.1509e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Peaches and nectarines,5.7358e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,"Peas, dry",1.4897000000000001e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,"Peas, green",3.3e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Plums and sloes,5.028100000000001e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Potatoes,7.5262e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,"Pumpkins, squash and gourds",8.571399999999999e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Rape or colza seed,1.3333e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Raspberries,3e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Rye,1.0731e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Sorghum,2.0732e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Sour cherries,2.1839e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Soya beans,6.667000000000001e-07,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Spinach,7.499999999999999e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Strawberries,4.9032e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Sunflower seed,8.324000000000001e-07,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Tomatoes,1.42069e-05,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Triticale,2.7893e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Unmanufactured tobacco,1.1323e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,"Walnuts, in shell",9.365000000000001e-07,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Watermelons,8.021399999999999e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,Wheat,2.8421e-06,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,"Fibre Crops, Fibre Equivalent",2.576e-07,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,"Oilcrops, Cake Equivalent",4.013e-07,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Bulgaria,"Oilcrops, Oil Equivalent",3.3739999999999994e-07,144900.0,4000.0,2600.0,733.0,1805.0,325.0,2876.0,14.0
Croatia,"Almonds, in shell",6.620799999999999e-06,116000.0,49000.0,58000.0,1024.0,1450.0,158.0,2723.0,0.0
Croatia,Apples,1.52855e-05,116000.0,49000.0,58000.0,1024.0,1450.0,158.0,2723.0,0.0
Croatia,Apricots,2.3909000000000003e-06,116000.0,49000.0,58000.0,1024.0,1450.0,158.0,2723.0,0.0
Croatia,Barley,3.2363000000000007e-06,116000.0,49000.0,58000.0,1024.0,1450.0,158.0,2723.0,0.0
Croatia,"Beans, dry",1.329e-06,116000.0,49000.0,58000.0,1024.0,1450.0,158.0,2723.0,0.0
Croatia,Carrots and turnips,1.3790299999999999e-05,116000.0,49000.0,58000.0,1024.0,1450.0,158.0,2723.0,0.0
Croatia,Cauliflowers and broccoli,1.35429e-05,116000.0,49000.0,58000.0,1024.0,1450.0,158.0,2723.0,0.0
Croatia,Cereals n.e.c.,2.6725e-06,116000.0,49000.0,58000.0,1024.0,1450.0,158.0,2723.0,0.0
Croatia,Cherries,5.84e-06,116000.0,49000.0,58000.0,1024.0,1450.0,158.0,2723.0,0.0
Croatia,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",9.2859e-06,116000.0,49000.0,58000.0,1024.0,1450.0,158.0,2723.0,0.0
Croatia,Grapes,6.4252e-06,116000.0,49000.0,58000.0,1024.0,1450.0,158.0,2723.0,0.0
Croatia,Green garlic,3.0251e-06,116000.0,49000.0,58000.0,1024.0,1450.0,158.0,2723.0,0.0
Croatia,"Hazelnuts, in shell",2.2327e-06,116000.0,49000.0,58000.0,1024.0,1450.0,158.0,2723.0,0.0
Croatia,Maize (corn),4.0701e-06,116000.0,49000.0,58000.0,1024.0,1450.0,158.0,2723.0,0.0
Croatia,Millet,3.6319e-06,116000.0,49000.0,58000.0,1024.0,1450.0,158.0,2723.0,0.0
Croatia,Mixed grain,2.0724e-06,116000.0,49000.0,58000.0,1024.0,1450.0,158.0,2723.0,0.0
Croatia,Oats,2.3656e-06,116000.0,49000.0,58000.0,1024.0,1450.0,158.0,2723.0,0.0
Croatia,"Onions and shallots, dry (excluding dehydrated)",1.14033e-05,116000.0,49000.0,58000.0,1024.0,1450.0,158.0,2723.0,0.0
Croatia,Peaches and nectarines,9.026e-06,116000.0,49000.0,58000.0,1024.0,1450.0,158.0,2723.0,0.0
Croatia,Pears,3.1628000000000004e-06,116000.0,49000.0,58000.0,1024.0,1450.0,158.0,2723.0,0.0
Croatia,"Peas, dry",1.645e-06,116000.0,49000.0,58000.0,1024.0,1450.0,158.0,2723.0,0.0
Croatia,"Peas, green",3.5884e-06,116000.0,49000.0,58000.0,1024.0,1450.0,158.0,2723.0,0.0
Croatia,Plums and sloes,3.7439000000000003e-06,116000.0,49000.0,58000.0,1024.0,1450.0,158.0,2723.0,0.0
Croatia,Potatoes,8.4883e-06,116000.0,49000.0,58000.0,1024.0,1450.0,158.0,2723.0,0.0
Croatia,Quinces,5.5471e-06,116000.0,49000.0,58000.0,1024.0,1450.0,158.0,2723.0,0.0
